,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,clean_msg,msg_lower
4381,8547,12548,12548,"Exactly 367 days agoi gave this captionAnd seeing this still gives me goosebumps thinking about what an amazing time I had during the Japan tripFeeling nostalgic af 

The cuteset girl Ive met in the Japan jamboreeand also one of the friendliestIt was for these kinds of people my jamboree got even more awesome D D
Gonna miss you Anouk and all the awesome guys Ive met in Japan  
PC Ahnaf Tazwar",59.0,2.2,3.4,17.0,en,"Exactly 367 days agoi gave this captionAnd seeing this still gives me goosebumps thinking about what an amazing time I had during the Japan tripFeeling nostalgic af 

The cuteset girl Ive met in the Japan jamboreeand also one of the friendliestIt was for these kinds of people my jamboree got even more awesome D D
Gonna miss you Anouk and all the awesome guys Ive met in Japan  
PC Ahnaf Tazwar","exactly 367 days agoi gave this captionand seeing this still gives me goosebumps thinking about what an amazing time i had during the japan tripfeeling nostalgic af 

the cuteset girl ive met in the japan jamboreeand also one of the friendliestit was for these kinds of people my jamboree got even more awesome d d
gonna miss you anouk and all the awesome guys ive met in japan  
pc ahnaf tazwar"
4382,8548,12549,12549,"So I was doing it wrong with style 3

tb wsj thaicamp",59.0,2.2,3.4,17.0,en,"So I was doing it wrong with style 3

tb wsj thaicamp","so i was doing it wrong with style 3

tb wsj thaicamp"
4383,8549,12550,12550,"Sherwani game on 3
Sakib bhaiyas biye programme ",59.0,2.2,3.4,17.0,en,"Sherwani game on 3
Sakib bhaiyas biye programme ","sherwani game on 3
sakib bhaiyas biye programme "
4384,8550,12551,12551,"Men in violet D
Sakib bhaiyas haldi night

PS Yes thats me after dancing like hell p",59.0,2.2,3.4,17.0,en,"Men in violet D
Sakib bhaiyas haldi night

PS Yes thats me after dancing like hell p","men in violet d
sakib bhaiyas haldi night

ps yes thats me after dancing like hell p"
4385,8551,12552,12552,"Throwback to the entrance to spectrathe Pool party 3
spectra amunc2016",59.0,2.2,3.4,17.0,en,"Throwback to the entrance to spectrathe Pool party 3
spectra amunc2016","throwback to the entrance to spectrathe pool party 3
spectra amunc2016"
4386,8552,12554,12554,"Why do people dream

 Just to be disappointed by waking up to a bitter reality",59.0,2.2,3.4,17.0,en,"Why do people dream

 Just to be disappointed by waking up to a bitter reality","why do people dream

 just to be disappointed by waking up to a bitter reality"
4387,8554,12556,12556,BMUNC Delegation at at the socials Warna of AMUNC 2016,59.0,2.2,3.4,17.0,en,BMUNC Delegation at at the socials Warna of AMUNC 2016,bmunc delegation at at the socials warna of amunc 2016
4388,8555,12558,12558,"So its a pose 

PC  Bakar Bhai ",59.0,2.2,3.4,17.0,en,"So its a pose 

PC  Bakar Bhai ","so its a pose 

pc  bakar bhai "
4389,8557,12560,12560,"Watching the best match of Euro in the way many football fans dream to in the front row of a pub with some of the most passionate fans of the game and coming out with absolute satisfaction 
Portugal all the wayCoudnt be happierCoudnt be more in love with the game
Footballbloody hell",59.0,2.2,3.4,17.0,en,"Watching the best match of Euro in the way many football fans dream to in the front row of a pub with some of the most passionate fans of the game and coming out with absolute satisfaction 
Portugal all the wayCoudnt be happierCoudnt be more in love with the game
Footballbloody hell","watching the best match of euro in the way many football fans dream to in the front row of a pub with some of the most passionate fans of the game and coming out with absolute satisfaction 
portugal all the waycoudnt be happiercoudnt be more in love with the game
footballbloody hell"
4390,8558,12561,12561,Bmunc er biman boithok p,59.0,2.2,3.4,17.0,en,Bmunc er biman boithok p,bmunc er biman boithok p
4391,8559,12562,12562,Off to malaysiakeep me in your prayers people  ,59.0,2.2,3.4,17.0,en,Off to malaysiakeep me in your prayers people  ,off to malaysiakeep me in your prayers people  
4392,8560,12563,12563,Everyone please keep us in your prayers bmunc amunc16 daretodefy,59.0,2.2,3.4,17.0,en,Everyone please keep us in your prayers bmunc amunc16 daretodefy,everyone please keep us in your prayers bmunc amunc16 daretodefy
4393,8561,12564,12564,In the green waters of phi phi islandAnd you can see some of the fishes if you zoom in too ,59.0,2.2,3.4,17.0,en,In the green waters of phi phi islandAnd you can see some of the fishes if you zoom in too ,in the green waters of phi phi islandand you can see some of the fishes if you zoom in too 
4394,8563,12568,12568,"Just because I needed  to change my dp real badAnd this one came out pretty good  
bmuncmockmun
roadtokl

Photo creds Fahim Faisal",59.0,2.2,3.4,17.0,en,"Just because I needed  to change my dp real badAnd this one came out pretty good  
bmuncmockmun
roadtokl

Photo creds Fahim Faisal","just because i needed  to change my dp real badand this one came out pretty good  
bmuncmockmun
roadtokl

photo creds fahim faisal"
4395,8565,12570,12570,"Family dinner celebrating fathers day 
Happy fathers  day Abbu  ",59.0,2.2,3.4,17.0,en,"Family dinner celebrating fathers day 
Happy fathers  day Abbu  ","family dinner celebrating fathers day 
happy fathers  day abbu  "
4396,8568,12573,12573,Iftar chills  ,59.0,2.2,3.4,17.0,en,Iftar chills  ,iftar chills  
4397,8569,12574,12574,"Just a raw cutSolo of Hotel California
Majhkhane akhono uthano hoi nai so tried to improvise a little ",59.0,2.2,3.4,17.0,en,"Just a raw cutSolo of Hotel California
Majhkhane akhono uthano hoi nai so tried to improvise a little ","just a raw cutsolo of hotel california
majhkhane akhono uthano hoi nai so tried to improvise a little "
4398,8570,12575,12575,The lady killer  ,59.0,2.2,3.4,17.0,en,The lady killer  ,the lady killer  
4399,8571,12576,12576,"A beautiful Rainbow 
Truly mesmerizing",59.0,2.2,3.4,17.0,en,"A beautiful Rainbow 
Truly mesmerizing","a beautiful rainbow 
truly mesmerizing"
4400,8572,12578,12578,A kinda promotion celebration I guessOne is the hero of my life and the other is who never leaves my sideLove youpeople  3,59.0,2.2,3.4,17.0,en,A kinda promotion celebration I guessOne is the hero of my life and the other is who never leaves my sideLove youpeople  3,a kinda promotion celebration i guessone is the hero of my life and the other is who never leaves my sidelove youpeople  3
4401,8574,12580,12580,"Just a selfie with the happiest people in the venue  
Sakib bhaiyas aakth  ",59.0,2.2,3.4,17.0,en,"Just a selfie with the happiest people in the venue  
Sakib bhaiyas aakth  ","just a selfie with the happiest people in the venue  
sakib bhaiyas aakth  "
4402,8575,12581,12581,"Brothers not in bloodbut in bond
Happy birthday man
Happy birthday bhai
Love you   ",59.0,2.2,3.4,17.0,en,"Brothers not in bloodbut in bond
Happy birthday man
Happy birthday bhai
Love you   ","brothers not in bloodbut in bond
happy birthday man
happy birthday bhai
love you   "
4403,8576,12582,12582,"You want peace and solitude
This is the place where you wanna beWhere the sea waves provide music to your ear while kissing the shoreAnd the full moon shines brightly on the greenish waterAnd you lay back on the sand in the middle of the night wishing how this time would never end 
tb patongbeach thailandtrip2015",59.0,2.2,3.4,17.0,en,"You want peace and solitude
This is the place where you wanna beWhere the sea waves provide music to your ear while kissing the shoreAnd the full moon shines brightly on the greenish waterAnd you lay back on the sand in the middle of the night wishing how this time would never end 
tb patongbeach thailandtrip2015","you want peace and solitude
this is the place where you wanna bewhere the sea waves provide music to your ear while kissing the shoreand the full moon shines brightly on the greenish waterand you lay back on the sand in the middle of the night wishing how this time would never end 
tb patongbeach thailandtrip2015"
4404,8577,12583,12583,"Youll say you see meand Ill say I see you through Virtual Reality
samsunggearvr 
s7edge",59.0,2.2,3.4,17.0,en,"Youll say you see meand Ill say I see you through Virtual Reality
samsunggearvr 
s7edge","youll say you see meand ill say i see you through virtual reality
samsunggearvr 
s7edge"
4405,8578,12584,12584,Happy birthday Chloe Bennet 3 3 3,59.0,2.2,3.4,17.0,en,Happy birthday Chloe Bennet 3 3 3,happy birthday chloe bennet 3 3 3
4406,8580,12586,12586,"Dont look at mejust admire the beautyBeauties from Lichtenstein 3
Throwback to Japan
wsj23",59.0,2.2,3.4,17.0,en,"Dont look at mejust admire the beautyBeauties from Lichtenstein 3
Throwback to Japan
wsj23","dont look at mejust admire the beautybeauties from lichtenstein 3
throwback to japan
wsj23"
4407,8581,12587,12587,"9 chapters137 fucking formulasI repeat its 137 and I counted out the bhejal ones

Life is nothing but a formula as some bujurgo lok said v v",59.0,2.2,3.4,17.0,en,"9 chapters137 fucking formulasI repeat its 137 and I counted out the bhejal ones

Life is nothing but a formula as some bujurgo lok said v v","9 chapters137 fucking formulasi repeat its 137 and i counted out the bhejal ones

life is nothing but a formula as some bujurgo lok said v v"
4408,8582,12588,12588,Konnichuwa  Happy birthday my bondhuWe passed a lot of good days togetherAnd hope to have many more such days with you D D,59.0,2.2,3.4,17.0,en,Konnichuwa  Happy birthday my bondhuWe passed a lot of good days togetherAnd hope to have many more such days with you D D,konnichuwa  happy birthday my bondhuwe passed a lot of good days togetherand hope to have many more such days with you d d
4409,8586,12593,12593,Chills with a long lost brother after ages,59.0,2.2,3.4,17.0,en,Chills with a long lost brother after ages,chills with a long lost brother after ages
4410,8587,12594,12594,"Such changemuch wow
ps what happened to me while I was in japan
23wsj japan",59.0,2.2,3.4,17.0,en,"Such changemuch wow
ps what happened to me while I was in japan
23wsj japan","such changemuch wow
ps what happened to me while i was in japan
23wsj japan"
4411,8588,12595,12595,Witnessed one hell of a matchBangladesh lostbut couldnt be more proud of them,59.0,2.2,3.4,17.0,en,Witnessed one hell of a matchBangladesh lostbut couldnt be more proud of them,witnessed one hell of a matchbangladesh lostbut couldnt be more proud of them
4412,8589,12596,12596,"What Kakun brought for me from BelgiumThank you
diesel onlythebrave",59.0,2.2,3.4,17.0,en,"What Kakun brought for me from BelgiumThank you
diesel onlythebrave","what kakun brought for me from belgiumthank you
diesel onlythebrave"
4413,8590,12597,12597,Dinner with the guys I Love the most,59.0,2.2,3.4,17.0,en,Dinner with the guys I Love the most,dinner with the guys i love the most
4414,8591,12598,12598,"Look deep into nature and then you will understand everything better Albert Einstein

A good take by Siddique thanks dst",59.0,2.2,3.4,17.0,en,"Look deep into nature and then you will understand everything better Albert Einstein

A good take by Siddique thanks dst","look deep into nature and then you will understand everything better albert einstein

a good take by siddique thanks dst"
4415,8593,12601,12601,"Lights will guide you home 
Farewell",53.0,1.9,3.1,19.0,en,"Lights will guide you home 
Farewell","lights will guide you home 
farewell"
4416,8594,12602,12602,HOPE THE MOVIE WONT DISAPPOINT,53.0,1.9,3.1,19.0,en,HOPE THE MOVIE WONT DISAPPOINT,hope the movie wont disappoint
4417,8595,12603,12603,Starry Night,53.0,1.9,3.1,19.0,en,Starry Night,starry night
4418,8596,12605,12605,"Heads high with pride and vanity 
This Bangladesh team has got real character
 Mashrafe Captain oh my captain 3",53.0,1.9,3.1,19.0,en,"Heads high with pride and vanity 
This Bangladesh team has got real character
 Mashrafe Captain oh my captain 3","heads high with pride and vanity 
this bangladesh team has got real character
 mashrafe captain oh my captain 3"
